first_date,last_date,person,name,allegation,text,corruption,crime,elections,ethics,resolved,sexual-harassment-abuse,unresolved,censure,conviction,exclusion,expulsion,plea,reprimand,resignation,settlement
1849-03-15,1849-03-15,412130,Shields,not yet being a United States citizen,"Shields faced an allegation of not yet being a United States citizen. On Mar. 15, 1849, the Senate [declared the election void based on the committee's recommendation since Shields was indeed six months short of the required period for residency and naturalization](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=88).",,,X,,X,,,,,,,,,,
1846-03-16,1846-03-16,402633,Clayton,disloyalty to the United States during negotiations on the boundary of Oregon Territory in newspaper articles,"Clayton faced an allegation of disloyalty to the United States during negotiations on the boundary of Oregon Territory in newspaper articles. On Mar. 16, 1846, a committee exonerated all senators (and the Senate agreed) and [expelled the newspaper from the Senate gallery after the publisher admitted he didn't know if what he printed was true or not](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=85).",,X,,,X,,,,,,,,,,
1846-03-16,1846-03-16,405964,Jarnagin,disloyalty to the United States during negotiations on the boundary of Oregon Territory in newspaper articles,"Jarnagin faced an allegation of disloyalty to the United States during negotiations on the boundary of Oregon Territory in newspaper articles. On Mar. 16, 1846, a committee exonerated all senators (and the Senate agreed) and [expelled the newspaper from the Senate gallery after the publisher admitted he didn't know if what he printed was true or not](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=85).",,X,,,X,,,,,,,,,,
1846-03-16,1846-03-16,402776,Colquitt,disloyalty to the United States during negotiations on the boundary of Oregon Territory in newspaper articles,"Colquitt faced an allegation of disloyalty to the United States during negotiations on the boundary of Oregon Territory in newspaper articles. On Mar. 16, 1846, [committee exonerated all senators (and Senate agreed) and expelled the newspaper from the Senate gallery after the publisher admitted he didn't know if what he printed was true or not](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=85).",,X,,,X,,,,,,,,,,
1844-05-08,1844-08-10,410627,Tappan,violation of injunction of secrecy regarding President Tyler's terms for an agreement on the annexation of Texas,"Tappan faced an allegation of violation of injunction of secrecy regarding President Tyler's terms for an agreement on the annexation of Texas. On May. 8, 1844, when a select committee reported to the full Senate, Senator Archer submitted a resolution for expulsion. On Aug. 10, 1844, the Senate [adopted a substitute resolution of censure, 38-7](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=81).",,,,X,X,,,X,,,,,,,
1842-03-22,1842-05-05,404534,Giddings,"violating House ""gag rule"" on slavery discussions by introducing a series of resolutions defending a slave rebellion aboard the Creole, a ship that had sailed from Virginia carrying 135 persons to be sold in New Orleans","Giddings faced an allegation of violating House ""gag rule"" on slavery discussions by introducing a series of resolutions defending a slave rebellion aboard the Creole, a ship that had sailed from Virginia carrying 135 persons to be sold in New Orleans. On Mar. 22, 1842, the House of Representatives [censured him, 125-69](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj03788))). On Mar. 22, 1842, he [resigned](http://history.house.gov/HistoricalHighlight/Detail/36674?ret=True). On May. 5, 1842, he was [re-elected to fill the vacancy caused by his own resignation](http://history.house.gov/HistoricalHighlight/Detail/36674?ret=True).",,,,X,X,,,X,,,,,,X,
1842-02-07,1842-02-07,400702,Adams,"breaching of privileges of the House by presenting a petition to the House from his constituents regarding dissolution of the Union on January 24, 1842","Adams faced an allegation of breaching of privileges of the House by presenting a petition to the House from his constituents regarding dissolution of the Union on January 24, 1842. On Feb. 7, 1842, the House of Representatives [tabled the censure resolution, 106-93](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj03751))).",,,,X,X,,,,,,,,,,
1839-02-22,1839-02-22,403637,Duncan,"violating privileges of the House by publishing remarks in a newspaper insulting to another member on February 19, 1839","Duncan faced an allegation of violating privileges of the House by publishing remarks in a newspaper insulting to another member on February 19, 1839. On Feb. 22, 1839, the House of Representatives [tabled the censure resolution](https://digital.library.unt.edu/ark:/67531/metadc29275/m1/218/?q=duncan).",,,,X,X,,,,,,,,,,
1838-04-12,1838-04-25,409461,Ruggles,corruption in using Senatorial influence to secure positive outcomes for a patent application,"Ruggles faced an allegation of corruption in using Senatorial influence to secure positive outcomes for a patent application. On Apr. 12, 1838, Ruggles effectively discredited his accuser and the committee reported that the charges should be dismissed. On Apr. 25, 1838, the Senate [agreed with the committtee](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=76).",X,,,,X,,,,,,,,,,
1838-04-21,1838-05-10,404742,Graves,"breach of the privileges of the House because on February 24, 1838 Graves killed Jonathan Cilley in a duel over words spoken in debate while Wise acted as a second","Graves faced an allegation of breach of the privileges of the House because on February 24, 1838 he killed Jonathan Cilley in a duel over words spoken in debate while Wise acted as a second. On Apr. 21, 1838, the Select Committee of Investigation recommended expulsion for Graves and censure for Wise. On May. 10, 1838, the House of Representatives [tabled the expulsion resolution ](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj032126))).",,X,,,X,,,,,,,,,,
1838-04-21,1838-05-10,411803,Wise,"breach of the privileges of the House because on February 24, 1838 Graves killed Jonathan Cilley in a duel over words spoken in debate while Wise acted as a second","Wise faced an allegation of breach of the privileges of the House because on February 24, 1838 Graves killed Jonathan Cilley in a duel over words spoken in debate while Wise acted as a second. On Apr. 21, 1838, the Select Committee of Investigation recommended expulsion for Graves and censure for Wise. On May. 10, 1838, the House of Representatives [tabled the censure resolution](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj032126))).",,X,,,X,,,,,,,,,,
1837-02-09,1837-02-09,400702,Adams,"gross disrespect on February 6, 1837 because Adams violated the House ""gag rule"" on slavery discussions by requesting to present a petition to the House purported to be from slaves. Adams knew a censure resolution would require debate for a vote and thus would provide a way around the gag rule","Adams faced an allegation of gross disrespect on February 6, 1837 because Adams violated the House ""gag rule"" on slavery discussions by requesting to present a petition to the House purported to be from slaves. Adams knew a censure resolution would require debate for a vote and thus would provide a way around the gag rule. On Feb. 9, 1837, the House of Representatives [withdrew the censure resolution, 21-137](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj029206))).",,,,X,X,,,,,,,,,,
1836-07-04,1836-07-04,411692,Williams,"insulting the chair of the Committee of the Whole during debate by yelling ""I shall not take my seat. You take yours!"" and ""I call you to order!"" on July 2, 1836","Williams faced an allegation of insulting the chair of the Committee of the Whole during debate by yelling ""I shall not take my seat. You take yours!"" and ""I call you to order!"" on July 2, 1836. On Jul. 4, 1836, the House of Representatives [informally censured him, then later revoked the censure](https://digital.library.unt.edu/ark:/67531/metadc30905/m1/660/?q=williams).",,,,X,X,,,,,,,,,,
1835-02-23,1835-03-02,408795,Poindexter,conspiracy to assassinate President Andrew Jackson,"Poindexter faced an allegation of conspiracy to assassinate President Andrew Jackson. On Feb. 23, 1835, Poindexter requested an investigation, and if the charges were proved, to be expelled from the Senate. On Mar. 2, 1835, the Senate [voted 41-0 to accept the committee's recommendation to dismiss charges](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=72).",,X,,,X,,,,,,,,,,
1832-07-12,1832-07-12,400702,Adams,"committing a breach of the rules of the House by refusing to vote on Stanbery censure after having his application to be excused from the vote rejected on July 11, 1832","Adams faced an allegation of committing a breach of the rules of the House by refusing to vote on Stanbery censure after having his application to be excused from the vote rejected on July 11, 1832. On Jul. 12, 1832, the House of Representatives [tabled the censure resolution, 89-63](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj025176))).",,,,X,X,,,,,,,,,,
1832-07-11,1832-07-11,410254,Stanbery,"insulting the Speaker during floor debate on July 9, 1832 by saying the House Speaker was too focused on trying to become Speaker","Stanbery faced an allegation of insulting the Speaker during floor debate on July 9, 1832 by saying the House Speaker was too focused on trying to become Speaker. On Jul. 11, 1832, the House of Representatives [censured him, 92- 44](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj025175))).",,,,X,X,,,X,,,,,,,
1828-05-22,1829-01-12,401224,Bateman,"casting the deciding vote for himself in his election, which it was suggested was improper","Bateman faced an allegation of casting the deciding vote for himself in his election, which it was suggested was improper. On May. 22, 1828, the Senate committee recommended no further action and the Senate agreed. On Jan. 12, 1829, he [resigned due to ill health and died on the 28th](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=67).",,,,X,X,,,,,,,,,,
1810-12-31,1811,408722,Pickering,"reading confidential documents in open Senate session on December 31, 1810 without realizing the injunction of secrecy had not been removed","Pickering faced an allegation of reading confidential documents in open Senate session on December 31, 1810 without realizing the injunction of secrecy had not been removed. On Dec. 31, 1810, the Senate introduced a resolution of censure. On Jan. 2, 1811, the Senate censured him, 20-7 In 1811, he [lost the election](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=60).",,,,X,X,,,X,,,,,,,
1807-12-31,1808-04-25,410048,Smith,involvement in Aaron Burr's plot to lead the western territories in rebellion,"Smith faced an allegation of involvement in Aaron Burr's plot to lead the western territories in rebellion. On Dec. 31, 1807, a commitee reported that it looked like Smith was involved, but did not recommend any specific action. On Apr. 9, 1808, the Senate expulsion failed, 19-10 (one vote short of the 2/3 majority needed). On Apr. 25, 1808, he [resigned](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=52).",,X,,,X,,,,,,,,,X,
1799-02-22,1799,407029,Lyon,"violating the Sedition Act on October 9, 1798 by accusing President John Adams of having a taste for excessive pomp, for which he was convicted and fined and served four months in prison while a member of the House","Lyon faced an allegation of violating Sedition Act on October 9, 1798 by accusing President John Adams of having a taste for excessive pomp, for which he was convicted and fined and served four months in prison while a member of the House. On Feb. 22, 1799, the House of Representatives [failed to expel him, 49-45](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj003301))). In 1799, he was [re-elected after conviction and while still in jail](http://history.house.gov/Historical-Highlights/1800-1850/The-life-of-Representative-Matthew-Lyon-of-Vermont-and-Kentucky/).",,X,,,X,,,,X,,,,,,
1797-07-03,1798-12-17,401543,Blount,"disloyalty to the United States by attempting to start a war between the Creek, Cherokee, and Spain in order to transfer land to Great Britain","Blount committed disloyalty to the United States by attempting to start a war between the Creek, Cherokee, and Spain in order to transfer land to Great Britain. On Jul. 8, 1797, the Senate expelled him, 25-1 and ordered him to appear on July 10 for impeachment, which he promised to do, but did not. On Dec. 17, 1798, the Senate [held an impeachment trial in the Senate and in absentia, but the resolution of impeachment failed](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=47).",,X,,,X,,,,,,X,,,,
1798-02-16,1798-02-23,404833,Griswold,"“disorderly behavior” when, incensed that the House failed to expel Lyon for spitting tobacco juice at him in January and unsatisfied with Lyon's apology, Griswold attacked Lyon on February 15, 1798 with a cane while Lyon defended himself with a pair of fireplace tongs.","Griswold faced an allegation of “disorderly behavior” when, incensed that the House failed to expel Lyon for spitting tobacco juice at him in January and unsatisfied with Lyon's apology, Griswold attacked Lyon on February 15, 1798 with a cane while Lyon defended himself with a pair of fireplace tongs. On Feb. 23, 1798, the House of Representatives [failed to censure either member, 47-48](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj003129))).",,,,X,X,,,,,,,,,,
1798-02-16,1798-02-23,407029,Lyon,"“disorderly behavior” when, incensed that the House failed to expel Lyon for spitting tobacco juice at him in January and unsatisfied with Lyon's apology, Griswold attacked Lyon on February 15, 1798 with a cane while Lyon defended himself with a pair of fireplace tongs.","Lyon faced an allegation of “disorderly behavior” when, incensed that the House failed to expel Lyon for spitting tobacco juice at him in January and unsatisfied with Lyon's apology, Griswold attacked Lyon on February 15, 1798 with a cane while Lyon defended himself with a pair of fireplace tongs. On Feb. 23, 1798, the House of Representatives [failed to censure either member, 47-48](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj003129))).",,,,X,X,,,,,,,,,,
